Eartag,StrainNameCurrent,DietCode,Sex,AgeAtDeath,C-peptide,Insulin,Leptin,GIP (total),IL-6,MCP-1/CCL-2,Secretin,PP,PYY,Resistin,TNF-alpha,HOMA-IR,BodyWeight,MeanLifespan,Plate
1093,BXD90,HF,F,218,652.822,1813.315,10383.647,486.509,2.226,75.203,10.999,32.51,207.492,17796.009,10.077,20.237,42.16,567,5
1094,BXD90,HF,F,218,874.572,1116.873,6476.956,125.27,NA,NA,5.657,NA,28.046,8383.887,6.111,11.741,36.36,567,6
736,BXD90,HF,F,570,356.32,1285.408,4132.38,202.942,132.93,280.732,40.627,39.653,191.655,11559.358,12.987,12.679,57.88,567,6
737,BXD90,HF,F,570,508.969,1265.985,4649.731,106.893,33.034,605.687,24.845,47.72,105.282,11572.594,23.779,13.035,54.46,567,6
1095,BXD90,HF,F,723,635.27,2201.505,1423.557,865.58,109.064,NA,79.139,204.379,384.087,21983.782,91.627,23.459,38.9,567,7
881,BXD91,HF,F,562,437.702,3728.901,8137.844,219.587,30.449,216.429,0.159,NA,32.864,27351.593,15.956,39.467,68.1,845,5
882,BXD91,HF,F,562,995.991,1727.874,8503.306,95.718,100.918,331.121,NA,NA,14.183,17911.405,8.252,NA,NA,845,6
857,BXD95,HF,F,364,165.364,1539.209,11367.71,331.035,79.41,19.833,17.496,16.16,104.236,3523.437,8.089,12.855,41.86,438,4
856,BXD95,HF,F,364,142.273,790.191,12463.863,110.945,2.226,53.32,7.413,NA,78.13,11305.652,10.964,5.576,53.61,438,4
1275,BXD95,HF,F,213,581.866,NA,9292.21,336.466,NA,NA,50.019,NA,76.558,14740.304,NA,NA,41.1,438,5
1276,BXD95,HF,F,213,743.631,187.264,10790.457,NA,NA,NA,NA,NA,NA,7545.4,NA,1.025,43.35,438,5
629,BXD98,HF,F,360,162.206,2084.076,NA,868.242,NA,59.046,9.058,21.042,175.371,7298.052,10.61,21.007,43.17,566,4
628,BXD98,HF,F,360,256.335,964.295,10981.907,82.198,26.562,139.478,1.106,9.693,12.468,7978.016,5.942,6.318,47.98,566,4
1355,BXD99,HF,F,182,1450.911,3121.904,38349.517,121.644,70.404,96.864,45.404,171.332,365.934,86522.043,29.969,27.872,36.29,380,1
1356,BXD99,HF,F,182,1520.24,2065.244,13399.041,618.377,76.448,328.176,36.891,94.659,152.124,56274.843,29.969,17.1,29.59,380,1
1355,BXD99,HF,F,182,1450.911,3121.904,38349.517,121.644,70.404,96.864,45.404,171.332,365.934,86522.043,29.969,27.872,36.29,380,1
1356,BXD99,HF,F,182,1520.24,2065.244,13399.041,618.377,76.448,328.176,36.891,94.659,152.124,56274.843,29.969,17.1,29.59,380,1
522,C57BL/6J,HF,F,351,170.024,1398.67,6355.257,291.856,NA,97.42,5.787,NA,58.012,6508.199,1.578,11.984,25.95,708,4
521,C57BL/6J,HF,F,351,NA,1702.949,10854.08,478.756,2.226,90.229,48.808,34.71,261.948,11152.787,26.374,18.514,54.46,708,4
514,C57BL/6J,HF,F,544,1899.383,10571.232,15894.831,541.096,6.512,541.08,25.298,17.609,158.178,28824.268,7.351,98.186,76.17,708,5
516,C57BL/6J,HF,F,544,1535.86,3836.194,NA,338.391,NA,NA,12.116,NA,98.041,25601.444,6.132,43.641,72.53,708,5
1301,C57BL/6J,HF,F,207,NA,484.133,7023.269,51.632,NA,358.815,32.974,NA,78.507,15430.177,5.71,7.006,31.83,708,6
1293,C57BL/6J,HF,F,207,330.013,466.891,18736.847,10.137,NA,274.343,1.661,NA,36.699,12166.193,10.322,3.462,36.13,708,6
1681,C57BL/6J,HF,F,182,584.997,628.074,30289.837,123.209,76.448,193.139,22.294,162.709,171.092,27508.524,37.697,6.467,30.89,708,1
1682,C57BL/6J,HF,F,182,46.558,127.965,158.262,9.301,15.903,NA,9.682,71.853,70.688,134.252,1.359,1.069,31.34,708,1
1681,C57BL/6J,HF,F,182,584.997,628.074,30289.837,123.209,76.448,193.139,22.294,162.709,171.092,27508.524,37.697,6.467,30.89,708,1
1682,C57BL/6J,HF,F,182,46.558,127.965,158.262,9.301,15.903,NA,9.682,71.853,70.688,134.252,1.359,1.069,31.34,708,1
1171,D2B6F1,HF,F,371,1368.224,3320.483,11023.785,186.358,30.449,19.833,13.24,7.807,136.168,29778.661,5.077,31.558,59.34,912,4
1304,D2B6F1,HF,F,371,965.939,1160.437,10421.36,16.103,NA,85.324,NA,NA,NA,17670.755,0.376,7.687,58.8,912,4
1149,D2B6F1,HF,F,214,951.023,3146.18,12463.863,424.1,2.226,64.585,9.334,NA,64.197,20666.422,3.893,37.15,56.73,912,5
1150,D2B6F1,HF,F,214,2325.964,3741.789,12551.176,171.957,180.301,69.963,6.597,NA,44.509,20232.784,3.692,24.516,58.36,912,5
642,D2B6F1,HF,F,540,1147.869,1449.977,11715.85,74.446,38.152,297.664,4.983,9.693,50.999,16936.54,5.656,11.693,54.94,912,5
643,D2B6F1,HF,F,540,1853.131,2752.516,9439.497,133.531,NA,395.321,0.386,NA,18.575,22027.179,4.292,31.907,90.5,912,5
1163,D2B6F1,HF,F,1114,849.047,1999.119,10616.214,167.967,62.333,NA,17.749,164.377,214.702,8120.673,21.836,12.81,85.32,912,6
1797,D2B6F1,HF,F,367,2873.738,26162.885,NA,93.654,46.21,494.584,18.076,71.853,90.919,61465.608,31.155,237.35,83.04,912,1
1797,D2B6F1,HF,F,367,2873.738,26162.885,NA,93.654,46.21,494.584,18.076,71.853,90.919,61465.608,31.155,237.35,83.04,912,1
530,DBA/2J,HF,F,709,300.144,1490.107,505.793,106.016,64.575,133.16,32.053,107.277,446.661,7638.276,47.127,5.15,26.88,657,4
529,DBA/2J,HF,F,709,237.011,456.087,1561.529,116.437,105.047,117.991,21.811,42.016,153.175,5034.69,45.579,1.117,24.45,657,4
532,DBA/2J,HF,F,361,11.784,936.904,6915.077,935.638,30.449,147.752,8.508,31.387,223.114,4731.412,14.26,7.69,33.79,657,4
531,DBA/2J,HF,F,361,28.154,542.844,3509.405,301.965,38.152,126.737,6.597,3.242,175.894,5837.726,19.448,3.088,29.04,657,4
1144,DBA/2J,HF,F,212,405.419,326.963,10501.796,10.193,34.312,80.318,0.622,NA,NA,7306.11,NA,0.918,38.91,657,5
1145,DBA/2J,HF,F,212,1768.658,2342.535,11074.185,686.731,30.449,34.591,40.083,19.012,115.468,16024.393,4.093,20.408,37.29,657,5
1142,DBA/2J,HF,F,549,592.745,3255.572,23474.846,221.283,70.404,321.488,61.536,90.916,787.928,57315.086,130.24,23.909,44.71,657,1
1143,DBA/2J,HF,F,549,630.461,2750.057,31769.042,246.593,100.609,146.58,31.23,134.66,265.618,53481.293,56.078,11.88,43.87,657,1
1142,DBA/2J,HF,F,549,592.745,3255.572,23474.846,221.283,70.404,321.488,61.536,90.916,787.928,57315.086,130.24,23.909,44.71,657,1
1143,DBA/2J,HF,F,549,630.461,2750.057,31769.042,246.593,100.609,146.58,31.23,134.66,265.618,53481.293,56.078,11.88,43.87,657,1
