Index	IDFemaleAgingColony	StrainNameCurrent	EarTagNumberCurrent	EarTagNumberOriginal	Sex	DietCode	CauseOfDeath	AgeAtDeath	DateOfBirth	DateOfDeath	DateDietStart
282	FAC600	D2B6F1	650	650	F	CD	Natural	791	02.23.2012	04.24.2014	07.20.2012
283	FAC623	BXD39	674	674	F	CD	Natural	717	01.07.2012	12.24.2013	07.20.2012
284	FAC625	BXD39	676	676	F	CD	Natural	697	01.07.2012	12.04.2013	07.20.2012
285	FAC626	BXD39	677	677	F	CD	Natural	741	01.07.2012	01.17.2014	07.20.2012
286	FAC630	BXD40	681	681	F	CD	Natural	267	11.19.2011	08.12.2012	07.20.2012
287	FAC631	BXD40	682	682	F	CD	Natural	577	11.19.2011	06.18.2013	07.20.2012
288	FAC636	BXD9	687	687	F	CD	Natural	956	03.15.2012	10.27.2014	07.20.2012
289	FAC637	BXD9	688	688	F	CD	Natural	617	03.15.2012	11.22.2013	07.20.2012
290	FAC639	C57BL/6J	926	690	F	CD	Natural	659	06.12.2011	04.01.2013	07.20.2012
291	FAC641	C57BL/6J	928	692	F	CD	Natural	804	06.17.2011	08.29.2013	07.20.2012
292	FAC642	C57BL/6J	693	693	F	CD	Natural	838	06.17.2011	10.02.2013	07.20.2012
293	FAC643	C57BL/6J	694	694	F	CD	Natural	784	06.17.2011	08.09.2013	07.20.2012
294	FAC651	BXD51	706	706	F	CD	Natural	881	02.29.2012	07.29.2014	07.20.2012
295	FAC655	BXD48a	710	710	F	CD	Natural	766	03.09.2012	04.14.2014	07.20.2012
296	FAC656	BXD48a	711	711	F	CD	Natural	501	03.09.2012	07.23.2013	07.20.2012
297	FAC658	BXD48a	713	713	F	CD	Natural	881	03.25.2012	08.23.2014	07.20.2012
298	FAC659	BXD48a	714	714	F	CD	Natural	723	03.25.2012	03.18.2014	07.20.2012
299	FAC660	BXD48a	715	715	F	CD	Natural	303	03.25.2012	01.22.2013	07.20.2012
300	FAC661	BXD48a	716	716	F	CD	Natural	856	03.25.2012	07.29.2014	07.20.2012
301	FAC662	BXD98	717	717	F	CD	Natural	739	03.09.2012	03.18.2014	07.20.2012
302	FAC663	BXD98	718	718	F	CD	Natural	727	03.09.2012	03.06.2014	07.20.2012
303	FAC670	BXD56	725	725	F	CD	Natural	883	03.12.2012	08.12.2014	07.20.2012
304	FAC671	BXD56	726	726	F	CD	Natural	812	03.12.2012	06.02.2014	07.20.2012
305	FAC683	BXD90	738	738	F	CD	Natural	279	11.28.2011	09.02.2012	07.20.2012
306	FAC684	BXD90	739	739	F	CD	Natural	873	11.28.2011	04.19.2014	07.20.2012
307	FAC685	BXD90	740	740	F	CD	Natural	825	01.04.2012	04.08.2014	07.20.2012
308	FAC686	BXD90	741	741	F	CD	Natural	471	01.04.2012	04.19.2013	07.20.2012
309	FAC690	BXD40	747	747	F	CD	Natural	469	11.24.2011	03.07.2013	07.20.2012
310	FAC691	BXD40	748	748	F	CD	Natural	824	11.24.2011	02.25.2014	07.20.2012
311	FAC692	BXD40	749	749	F	CD	Natural	427	11.24.2011	01.24.2013	07.20.2012
312	FAC694	BXD32	751	751	F	CD	Natural	648	01.14.2012	10.23.2013	07.20.2012
313	FAC696	BXD32	754	754	F	CD	Natural	345	01.14.2012	12.24.2012	07.20.2012
314	FAC699	BXD90	757	757	F	CD	Natural	683	12.19.2011	11.01.2013	07.20.2012
315	FAC703	BXD85	761	761	F	CD	Natural	870	11.20.2011	04.08.2014	07.20.2012
316	FAC709	BXD85	767	767	F	CD	Natural	699	01.12.2012	12.11.2013	07.20.2012
317	FAC710	BXD85	768	768	F	CD	Natural	449	01.12.2012	04.05.2013	07.20.2012
318	FAC711	BXD85	769	769	F	CD	Natural	659	01.12.2012	11.01.2013	07.20.2012
319	FAC726	BXD73b	784	784	F	CD	Natural	1015	02.27.2012	12.08.2014	07.20.2012
320	FAC727	BXD73b	785	785	F	CD	Natural	738	02.27.2012	03.06.2014	07.20.2012
321	FAC728	BXD73b	786	786	F	CD	Natural	740	02.27.2012	03.08.2014	07.20.2012
322	FAC729	BXD73b	787	787	F	CD	Natural	833	02.27.2012	06.09.2014	07.20.2012
323	FAC735	BXD101	797	797	F	CD	Natural	463	12.30.2011	04.06.2013	07.20.2012
324	FAC736	BXD101	798	798	F	CD	Natural	578	12.30.2011	07.30.2013	07.20.2012
325	FAC737	BXD101	799	799	F	CD	Natural	489	12.30.2011	05.02.2013	07.20.2012
326	FAC739	BXD101	801	801	F	CD	Natural	719	12.30.2011	12.18.2013	07.20.2012
327	FAC747	BXD65	810	810	F	CD	Natural	931	11.04.2011	05.23.2014	07.20.2012
328	FAC748	BXD65	811	811	F	CD	Natural	921	11.04.2011	05.13.2014	07.20.2012
329	FAC754	BXD63	817	817	F	CD	Natural	590	01.30.2012	09.11.2013	07.20.2012
330	FAC759	BXD63	822	822	F	CD	Natural	944	11.15.2011	06.16.2014	07.20.2012
331	FAC764	BXD79	827	827	F	CD	Natural	574	01.31.2012	08.27.2013	07.20.2012
332	FAC765	BXD65b	828	828	F	CD	Natural	768	02.27.2012	04.05.2014	07.20.2012
333	FAC766	BXD65b	829	829	F	CD	Natural	807	02.27.2012	05.14.2014	07.20.2012
334	FAC780	BXD53	843	843	F	CD	Natural	880	01.04.2012	06.02.2014	07.20.2012
335	FAC781	BXD53	844	844	F	CD	Natural	860	01.04.2012	05.13.2014	07.20.2012
336	FAC782	BXD53	845	845	F	CD	Natural	880	01.04.2012	06.02.2014	07.20.2012
337	FAC783	BXD53	846	846	F	CD	Natural	695	01.04.2012	11.29.2013	07.20.2012
338	FAC786	BXD53	849	849	F	CD	Natural	488	10.09.2011	02.08.2013	07.20.2012
339	FAC787	BXD53	850	850	F	CD	Natural	855	10.09.2011	02.10.2014	07.20.2012
340	FAC789	BXD53	852	852	F	CD	Natural	845	01.19.2012	05.13.2014	07.20.2012
341	FAC790	BXD53	853	853	F	CD	Natural	600	01.19.2012	09.10.2013	07.20.2012
342	FAC792	BXD95	855	855	F	CD	Natural	666	02.14.2012	12.11.2013	07.20.2012
343	FAC800	BXD95	863	863	F	CD	Natural	610	01.16.2012	09.17.2013	07.20.2012
344	FAC801	BXD95	864	864	F	CD	Natural	550	01.16.2012	07.19.2013	07.20.2012
345	FAC802	BXD95	865	865	F	CD	Natural	581	01.18.2012	08.21.2013	07.20.2012
346	FAC803	BXD95	866	866	F	CD	Natural	679	01.18.2012	11.27.2013	07.20.2012
347	FAC804	BXD95	867	867	F	CD	Natural	407	12.21.2011	01.31.2013	07.20.2012
348	FAC805	BXD95	868	868	F	CD	Natural	551	12.21.2011	06.24.2013	07.20.2012
349	FAC822	BXD91	885	885	F	CD	Natural	812	12.06.2011	02.25.2014	07.20.2012
350	FAC823	BXD91	886	886	F	CD	Natural	1064	01.31.2012	12.30.2014	07.20.2012
351	FAC826	BXD91	889	889	F	CD	Natural	623	01.31.2012	10.15.2013	07.20.2012
352	FAC827	BXD91	890	890	F	CD	Natural	950	01.31.2012	09.07.2014	07.20.2012
353	FAC828	BXD91	891	891	F	CD	Natural	902	01.31.2012	07.21.2014	07.20.2012
354	FAC838	BXD16	901	901	F	CD	Natural	472	10.04.2011	01.18.2013	07.20.2012
355	FAC839	BXD16	902	902	F	CD	Natural	659	10.04.2011	07.24.2013	07.20.2012
356	FAC840	BXD98	903	903	F	CD	Natural	532	03.21.2012	09.04.2013	07.20.2012
357	FAC841	BXD98	904	904	F	CD	Natural	507	03.21.2012	08.10.2013	07.20.2012
358	FAC842	BXD98	905	905	F	CD	Natural	395	03.21.2012	04.20.2013	07.20.2012
359	FAC843	BXD98	906	906	F	CD	Natural	456	03.21.2012	06.20.2013	07.20.2012
360	FAC844	BXD9	1001	1001	F	CD	Natural	476	01.02.2013	04.23.2014	08.08.2013
361	FAC852	BXD9	1010	1010	F	CD	Natural	337	01.02.2013	12.05.2013	08.08.2013
362	FAC855	BXD9	1013	1013	F	CD	Natural	427	04.15.2013	06.16.2014	08.08.2013
363	FAC856	BXD9	1014	1014	F	CD	Natural	403	04.15.2013	05.23.2014	08.08.2013
364	FAC857	BXD9	1015	1015	F	CD	Natural	543	04.15.2013	10.10.2014	08.08.2013
365	FAC871	BXD13	1029	1029	F	CD	Natural	132	04.02.2013	08.12.2013	08.08.2013
366	FAC878	BXD29	1036	1036	F	CD	Natural	581	02.21.2013	09.25.2014	08.08.2013
367	FAC888	BXD29	1046	1046	F	CD	Natural	902	03.19.2013	09.07.2015	08.08.2013
368	FAC892	BXD34	1050	1050	F	CD	Natural	835	04.20.2013	08.03.2015	08.08.2013
369	FAC893	BXD34	1051	1051	F	CD	Natural	480	04.20.2013	08.13.2014	08.08.2013
370	FAC919	BXD68	1077	1077	F	CD	Natural	927	05.26.2012	12.09.2014	08.08.2013
371	FAC934	BXD90	1767	1092	F	CD	Natural	717	03.12.2013	02.27.2015	08.08.2013
372	FAC943	DBA/2J	1306	1101	F	CD	Natural	622	02.20.2013	11.04.2014	08.08.2013
373	FAC997	D2B6F1	1155	1155	F	CD	Natural	585	03.21.2013	10.27.2014	08.08.2013
374	FAC1019	BXD73b	1177	1177	F	CD	Natural	763	08.15.2012	09.17.2014	08.08.2013
375	FAC1033	BXD100	1191	1191	F	CD	Natural	432	04.25.2013	07.01.2014	08.08.2013
376	FAC1037	BXD73b	1581	1195	F	CD	Natural	665	11.29.2012	09.25.2014	08.08.2013
377	FAC1038	BXD73b	1582	1196	F	CD	Natural	728	12.17.2012	12.15.2014	08.08.2013
378	FAC1054	BXD73b	1212	1212	F	CD	Natural	935	08.15.2012	03.08.2015	08.08.2013
379	FAC1088	BXD77	1246	1246	F	CD	Natural	979	02.13.2013	10.20.2015	08.08.2013
380	FAC1098	C57BL/6J	1765	1259	F	CD	Natural	743	03.24.2013	04.06.2015	08.08.2013
381	FAC1113	BXD95	1310	1274	F	CD	Natural	773	03.17.2013	04.29.2015	08.08.2013
382	FAC1135	BXD13	1768	1331	F	CD	Natural	587	07.17.2013	02.24.2015	11.15.2013
383	FAC1136	BXD13	1332	1332	F	CD	Natural	204	09.08.2013	03.31.2014	11.15.2013
384	FAC1139	BXD13	1335	1335	F	CD	Natural	355	09.08.2013	08.29.2014	11.15.2013
385	FAC1149	BXD67	1345	1345	F	CD	Natural	544	10.23.2012	04.20.2014	11.15.2013
386	FAC1151	BXD45	1347	1347	F	CD	Natural	637	05.21.2013	02.17.2015	11.15.2013
387	FAC1152	BXD45	1761	1348	F	CD	Natural	840	10.17.2013	02.04.2016	11.15.2013
388	FAC1159	BXD75	1393	1393	F	CD	Natural	672	05.28.2013	03.31.2015	02.28.2014
389	FAC1165	BXD77	1399	1399	F	CD	Natural	1018	01.26.2014	11.09.2016	02.28.2014
390	FAC1190	BXD65b	1409	1409	F	CD	Natural	854	01.15.2014	05.18.2016	04.11.2014
391	FAC1200	BXD101	1419	1419	F	CD	Natural	971	01.12.2014	09.09.2016	04.11.2014
392	FAC1240	BXD51	1459	1459	F	CD	Natural	983	02.03.2014	10.13.2016	04.11.2014
393	FAC1241	BXD51	1460	1460	F	CD	Natural	959	02.03.2014	09.19.2016	04.11.2014
394	FAC1243	BXD44	1462	1462	F	CD	Natural	536	01.10.2014	06.30.2015	04.11.2014
395	FAC1246	BXD73b	1465	1465	F	CD	Natural	1055	12.20.2013	11.09.2016	04.11.2014
396	FAC1250	BXD50	1572	1469	F	CD	Natural	700	02.03.2014	01.04.2016	04.11.2014
397	FAC1253	BXD32	1472	1472	F	CD	Natural	800	02.12.2014	04.22.2016	04.11.2014
398	FAC1256	BXD39	1475	1475	F	CD	Natural	285	12.30.2013	10.11.2014	04.11.2014
399	FAC1260	BXD62	1479	1479	F	CD	Natural	715	01.19.2014	01.04.2016	04.11.2014
400	FAC1270	BXD40	1489	1489	F	CD	Natural	397	01.26.2014	02.27.2015	04.11.2014
401	FAC1276	BXD62	1495	1495	F	CD	Natural	737	01.19.2014	01.26.2016	04.11.2014
402	FAC1277	BXD62	1496	1496	F	CD	Natural	720	01.19.2014	01.09.2016	04.11.2014
403	FAC1291	BXD73	1507	1507	F	CD	Natural	553	01.21.2014	07.28.2015	04.11.2014
404	FAC1306	BXD51	1948	1519	F	CD	Natural	848	01.09.2014	05.06.2016	04.11.2014
405	FAC1315	BXD29	1533	1533	F	CD	Natural	739	01.06.2014	01.15.2016	04.11.2014
406	FAC1319	B6D2F1	1570	1537	F	CD	Natural	880	07.27.2013	12.24.2015	04.11.2014
407	FAC1322	BXD24	1540	1540	F	CD	Natural	554	02.06.2014	08.14.2015	04.11.2014
408	FAC1325	BXD43	1947	1543	F	CD	Natural	683	02.03.2014	12.18.2015	04.11.2014
409	FAC1331	BXD79	1549	1549	F	CD	Natural	274	01.18.2014	10.19.2014	04.11.2014
410	FAC1332	BXD79	1550	1550	F	CD	Natural	275	01.18.2014	10.20.2014	04.11.2014
411	FAC1341	BXD66	1559	1559	F	CD	Natural	327	01.21.2014	12.14.2014	04.11.2014
412	FAC1346	BXD75	1563	1563	F	CD	Natural	925	01.28.2014	08.10.2016	04.11.2014
413	FAC1365	BXD39	1600	1600	F	CD	Natural	741	02.06.2014	02.17.2016	06.12.2014
414	FAC1374	BXD79	1686	1686	F	CD	Natural	597	04.30.2014	12.18.2015	07.25.2014
415	FAC1380	BXD40	1692	1692	F	CD	Natural	172	04.27.2014	10.16.2014	07.25.2014
416	FAC1388	BXD51	1700	1700	F	CD	Natural	701	12.12.2013	11.13.2015	07.25.2014
417	FAC1393	BXD40	1705	1705	F	CD	Natural	811	04.28.2014	07.17.2016	07.25.2014
418	FAC1394	BXD40	1763	1706	F	CD	Natural	847	04.28.2014	08.22.2016	07.25.2014
419	FAC1405	BXD63	1760	1717	F	CD	Natural	748	05.12.2014	05.29.2016	07.25.2014
420	FAC1415	BXD61	1726	1726	F	CD	Natural	800	05.10.2014	07.18.2016	07.25.2014
421	FAC1416	BXD61	1727	1727	F	CD	Natural	877	05.10.2014	10.03.2016	07.25.2014
422	FAC1418	BXD70	1729	1729	F	CD	Natural	920	05.17.2014	11.22.2016	07.25.2014
423	FAC1421	BXD73b	1938	1732	F	CD	Natural	807	04.21.2014	07.06.2016	07.25.2014
424	FAC1431	BXD65b	1795	1795	F	CD	Natural	794	07.07.2014	09.08.2016	08.19.2014
425	FAC1434	BXD32	1803	1803	F	CD	Natural	691	07.16.2014	06.06.2016	10.22.2014
426	FAC1437	C57BL/6J	1806	1806	F	CD	Natural	953	07.16.2014	02.23.2017	10.22.2014
427	FAC1438	C57BL/6J	1807	1807	F	CD	Natural	581	07.16.2014	02.17.2016	10.22.2014
428	FAC1441	C57BL/6J	1810	1810	F	CD	Natural	764	07.18.2014	08.20.2016	10.22.2014
429	FAC1442	C57BL/6J	1811	1811	F	CD	Natural	882	07.18.2014	12.16.2016	10.22.2014
430	FAC1445	DBA/2J	1814	1814	F	CD	Natural	670	07.01.2014	05.01.2016	10.22.2014
431	FAC1450	DBA/2J	1819	1819	F	CD	Natural	712	07.30.2014	07.11.2016	10.22.2014
432	FAC1451	DBA/2J	1820	1820	F	CD	Natural	590	07.30.2014	03.11.2016	10.22.2014
433	FAC1459	BXD45	1828	1828	F	CD	Natural	774	07.26.2014	09.07.2016	10.22.2014
434	FAC1460	BXD45	1829	1829	F	CD	Natural	849	07.26.2014	11.21.2016	10.22.2014
435	FAC1469	BXD60	1838	1838	F	CD	Natural	899	07.17.2014	01.01.2017	10.22.2014
436	FAC1476	BXD62	1845	1845	F	CD	Natural	625	07.09.2014	03.25.2016	10.22.2014
437	FAC1477	BXD62	1846	1846	F	CD	Natural	824	07.09.2014	10.10.2016	10.22.2014
438	FAC1480	BXD69	1849	1849	F	CD	Natural	764	07.09.2014	08.11.2016	10.22.2014
439	FAC1482	BXD69	1851	1851	F	CD	Natural	710	07.09.2014	06.18.2016	10.22.2014
440	FAC1484	BXD69	1853	1853	F	CD	Natural	679	07.09.2014	05.18.2016	10.22.2014
441	FAC1485	BXD70	1854	1854	F	CD	Natural	632	08.13.2014	05.06.2016	10.22.2014
442	FAC1492	BXD73	1861	1861	F	CD	Natural	674	08.04.2014	06.08.2016	10.22.2014
443	FAC1495	BXD77	1864	1864	F	CD	Natural	968	07.23.2014	03.17.2017	10.22.2014
444	FAC1496	BXD77	1865	1865	F	CD	Natural	842	07.23.2014	11.11.2016	10.22.2014
445	FAC1504	BXD79	1874	1874	F	CD	Natural	526	07.15.2014	12.23.2015	10.22.2014
446	FAC1505	BXD79	1875	1875	F	CD	Natural	598	07.15.2014	03.04.2016	10.22.2014
447	FAC1507	BXD101	1876	1876	F	CD	Natural	570	07.28.2014	02.18.2016	10.22.2014
448	FAC1508	BXD101	1877	1877	F	CD	Natural	701	07.28.2014	06.28.2016	10.22.2014
449	FAC1509	BXD101	1878	1878	F	CD	Natural	806	07.28.2014	10.11.2016	10.22.2014
450	FAC1519	BXD40	1889	1889	F	CD	Natural	949	07.06.2014	02.09.2017	10.22.2014
451	FAC1520	BXD40	1890	1890	F	CD	Natural	751	07.06.2014	07.26.2016	10.22.2014
452	FAC1521	BXD48	1914	1891	F	CD	Natural	663	05.24.2014	03.17.2016	10.22.2014
453	FAC1525	BXD65	1895	1895	F	CD	Natural	896	06.11.2014	11.23.2016	10.22.2014
454	FAC1526	BXD65	1951	1896	F	CD	Natural	835	06.11.2014	09.23.2016	10.22.2014
455	FAC1527	BXD65	1897	1897	F	CD	Natural	798	06.11.2014	08.17.2016	10.22.2014
456	FAC1530	BXD70	1900	1900	F	CD	Natural	616	07.10.2014	03.17.2016	10.22.2014
457	FAC1531	BXD70	1901	1901	F	CD	Natural	827	07.10.2014	10.14.2016	10.22.2014
458	FAC1532	BXD70	1902	1902	F	CD	Natural	780	05.20.2014	07.08.2016	10.22.2014
459	FAC1545	D2B6F1	2004	2004	F	CD	Natural	641	09.03.2014	06.05.2016	02.06.2015
460	FAC1546	D2B6F1	2005	2005	F	CD	Natural	690	09.03.2014	07.24.2016	02.06.2015
461	FAC1560	C57BL/6J	2019	2019	F	CD	Natural	940	09.27.2014	04.24.2017	02.06.2015
462	FAC1564	C57BL/6J	2023	2023	F	CD	Natural	995	10.17.2014	07.08.2017	02.06.2015
463	FAC1565	C57BL/6J	2024	2024	F	CD	Natural	795	10.17.2014	12.20.2016	02.06.2015
464	FAC1570	BXD32	2029	2029	F	CD	Natural	676	09.11.2014	07.18.2016	02.06.2015
465	FAC1577	BXD32	2036	2036	F	CD	Natural	862	10.02.2014	02.10.2017	02.06.2015
466	FAC1580	BXD40	2039	2039	F	CD	Natural	526	10.04.2014	03.13.2016	02.06.2015
467	FAC1584	BXD43	2043	2043	F	CD	Natural	619	10.17.2014	06.27.2016	02.06.2015
468	FAC1587	BXD44	2045	2045	F	CD	Natural	550	09.29.2014	04.01.2016	02.06.2015
469	FAC1591	BXD48	2049	2049	F	CD	Natural	628	10.18.2014	07.07.2016	02.06.2015
470	FAC1592	BXD48	2050	2050	F	CD	Natural	516	10.18.2014	03.17.2016	02.06.2015
471	FAC1595	BXD48	2055	2055	F	CD	Natural	722	10.14.2014	10.05.2016	02.06.2015
472	FAC1604	BXD61	2064	2064	F	CD	Natural	621	10.08.2014	06.20.2016	02.06.2015
473	FAC1605	BXD61	2065	2065	F	CD	Natural	891	10.08.2014	03.17.2017	02.06.2015
474	FAC1610	BXD70	2070	2070	F	CD	Natural	728	09.29.2014	09.26.2016	02.06.2015
475	FAC1614	BXD87	2074	2074	F	CD	Natural	689	10.06.2014	08.25.2016	02.06.2015
476	FAC1619	BXD90	2079	2079	F	CD	Natural	831	10.18.2014	01.26.2017	02.06.2015
477	FAC1622	BXD90	2082	2082	F	CD	Natural	735	10.18.2014	10.22.2016	02.06.2015
478	FAC1623	BXD90	2083	2083	F	CD	Natural	565	10.18.2014	05.05.2016	02.06.2015
479	FAC1633	BXD63	2093	2093	F	CD	Natural	666	10.05.2014	08.01.2016	02.06.2015
480	FAC1641	BXD65b	2101	2101	F	CD	Natural	742	10.25.2014	11.05.2016	02.06.2015
481	FAC1642	BXD65b	2102	2102	F	CD	Natural	701	10.25.2014	09.25.2016	02.06.2015
482	FAC1643	BXD65b	2103	2103	F	CD	Natural	536	09.08.2014	02.26.2016	02.06.2015
483	FAC1655	BXD101	2115	2115	F	CD	Natural	780	10.01.2014	11.19.2016	02.06.2015
484	FAC1658	BXD101	2118	2118	F	CD	Natural	686	10.01.2014	08.17.2016	02.06.2015
485	FAC1661	BXD24	2123	2123	F	CD	Natural	560	08.29.2014	03.11.2016	02.06.2015
486	FAC1668	BXD66	2130	2130	F	CD	Natural	576	09.22.2014	04.20.2016	02.06.2015
487	FAC1669	BXD66	2131	2131	F	CD	Natural	600	09.22.2014	05.14.2016	02.06.2015
488	FAC1672	BXD79	2120	2120	F	CD	Natural	325	10.23.2014	09.13.2015	02.06.2015
489	FAC1693	BXD61	2147	2147	F	CD	Natural	810	01.05.2015	03.25.2017	03.13.2015
490	FAC1699	BXD43	2153	2153	F	CD	Natural	657	11.29.2014	09.16.2016	03.13.2015
491	FAC1703	BXD32	2157	2157	F	CD	Natural	363	12.10.2014	12.08.2015	03.13.2015
492	FAC1704	BXD45	2158	2158	F	CD	Natural	695	12.30.2014	11.24.2016	03.13.2015
493	FAC1705	BXD45	2159	2159	F	CD	Natural	741	12.30.2014	01.09.2017	03.13.2015
494	FAC1711	BXD40	2165	2165	F	CD	Natural	593	01.14.2015	08.29.2016	03.13.2015
495	FAC1712	BXD24	2166	2166	F	CD	Natural	855	11.30.2014	04.03.2017	03.13.2015
496	FAC1713	BXD24	2167	2167	F	CD	Natural	633	11.30.2014	08.24.2016	03.13.2015
497	FAC1718	BXD24	2172	2172	F	CD	Natural	323	01.13.2015	12.02.2015	03.13.2015
498	FAC1719	C57BL/6J	2173	2173	F	CD	Natural	737	12.10.2014	12.16.2016	03.13.2015
499	FAC1727	DBA/2J	2181	2181	F	CD	Natural	814	12.04.2014	02.25.2017	03.13.2015
500	FAC1747	BXD27	2189	2189	F	CD	Natural	646	06.09.2015	03.16.2017	08.05.2015
501	FAC1748	BXD27	2190	2190	F	CD	Natural	639	06.09.2015	03.09.2017	08.05.2015
502	FAC1752	BXD178	2194	2194	F	CD	Natural	629	06.10.2015	02.28.2017	08.05.2015
503	FAC1753	BXD178	2195	2195	F	CD	Natural	646	06.10.2015	03.17.2017	08.05.2015
504	FAC1754	BXD178	2196	2196	F	CD	Natural	619	06.10.2015	02.18.2017	08.05.2015
505	FAC1755	BXD28	2197	2197	F	CD	Natural	1122	06.02.2015	06.28.2018	08.05.2015
506	FAC1756	BXD28	2198	2198	F	CD	Natural	911	06.09.2015	12.06.2017	08.05.2015
507	FAC1761	BXD199	2203	2203	F	CD	Natural	322	06.11.2015	04.28.2016	08.05.2015
508	FAC1762	BXD199	2204	2204	F	CD	Natural	822	06.11.2015	09.10.2017	08.05.2015
509	FAC1763	BXD6	2205	2205	F	CD	Natural	638	06.02.2015	03.01.2017	08.05.2015
510	FAC1764	BXD6	2206	2206	F	CD	Natural	697	06.02.2015	04.29.2017	08.05.2015
511	FAC1767	BXD19	2209	2209	F	CD	Natural	862	06.09.2015	10.18.2017	08.05.2015
512	FAC1768	BXD19	2210	2210	F	CD	Natural	1068	06.09.2015	05.12.2018	08.05.2015
513	FAC1774	BXD170	2216	2216	F	CD	Natural	607	06.22.2015	02.18.2017	08.05.2015
514	FAC1775	BXD214	2217	2217	F	CD	Natural	835	06.03.2015	09.15.2017	08.05.2015
515	FAC1777	BXD157	2219	2219	F	CD	Natural	647	05.29.2015	03.06.2017	08.05.2015
516	FAC1780	BXD113	2222	2222	F	CD	Natural	751	06.02.2015	06.22.2017	08.05.2015
517	FAC1782	BXD187	2224	2224	F	CD	Natural	728	06.08.2015	06.05.2017	08.05.2015
518	FAC1786	BXD168	2228	2228	F	CD	Natural	1092	06.24.2015	06.20.2018	08.05.2015
519	FAC1787	BXD168	2229	2229	F	CD	Natural	1002	06.24.2015	03.22.2018	08.05.2015
520	FAC1791	BXD122	2233	2233	F	CD	Natural	829	06.02.2014	09.08.2016	08.05.2015
521	FAC1792	BXD122	2234	2234	F	CD	Natural	625	06.02.2014	02.17.2016	08.05.2015
522	FAC1793	BXD111	2235	2235	F	CD	Natural	943	09.16.2014	04.16.2017	08.05.2015
523	FAC1794	BXD175	2236	2236	F	CD	Natural	740	11.13.2014	11.22.2016	08.05.2015
524	FAC1798	BXD175	2240	2240	F	CD	Natural	1065	06.28.2015	05.28.2018	08.05.2015
525	FAC1799	BXD175	2241	2241	F	CD	Natural	941	06.28.2015	01.24.2018	08.05.2015
526	FAC1800	BXD200	2242	2242	F	CD	Natural	1044	06.04.2015	04.13.2018	08.05.2015
527	FAC1804	BXD181	2246	2246	F	CD	Natural	889	08.23.2013	01.29.2016	08.05.2015
528	FAC1805	BXD181	2247	2247	F	CD	Natural	705	01.02.2014	12.08.2015	08.05.2015
529	FAC1806	BXD181	2248	2248	F	CD	Natural	741	10.23.2013	11.03.2015	08.05.2015
530	FAC1807	BXD71	2249	2249	F	CD	Natural	897	08.15.2013	01.29.2016	08.05.2015
531	FAC1808	BXD71	2250	2250	F	CD	Natural	897	08.15.2013	01.29.2016	08.05.2015
532	FAC1816	BXD161	2258	2258	F	CD	Natural	540	06.24.2015	12.15.2016	08.05.2015
533	FAC1818	BXD24	2260	2260	F	CD	Natural	703	10.14.2014	09.16.2016	08.05.2015
534	FAC1819	BXD169	2261	2261	F	CD	Natural	727	08.29.2014	08.25.2016	08.05.2015
535	FAC1824	BXD79	2266	2266	F	CD	Natural	449	03.28.2015	06.19.2016	08.05.2015
536	FAC1825	BXD79	2267	2267	F	CD	Natural	293	03.28.2015	01.15.2016	08.05.2015
537	FAC1827	BXD79	2269	2269	F	CD	Natural	521	03.28.2015	08.30.2016	08.05.2015
538	FAC1828	BXD79	2270	2270	F	CD	Natural	267	04.01.2015	12.24.2015	08.05.2015
539	FAC1829	BXD79	2271	2271	F	CD	Natural	561	04.01.2015	10.13.2016	08.05.2015
540	FAC1830	BXD79	2272	2272	F	CD	Natural	330	04.01.2015	02.25.2016	08.05.2015
541	FAC1837	BXD172	2278	2278	F	CD	Natural	475	08.23.2014	12.11.2015	08.05.2015
542	FAC1839	BXD9	2280	2280	F	CD	Natural	515	08.16.2014	01.13.2016	08.05.2015
543	FAC1840	B6D2F1	2281	2281	F	CD	Natural	879	04.28.2015	09.23.2017	08.05.2015
544	FAC1841	B6D2F1	2282	2282	F	CD	Natural	992	04.28.2015	01.14.2018	08.05.2015
545	FAC1842	B6D2F1	2283	2283	F	CD	Natural	912	04.28.2015	10.26.2017	08.05.2015
546	FAC1843	B6D2F1	2284	2284	F	CD	Natural	856	04.28.2015	08.31.2017	08.05.2015
547	FAC1844	B6D2F1	2285	2285	F	CD	Natural	1080	04.28.2015	04.12.2018	08.05.2015
548	FAC1852	BXD16	2293	2293	F	CD	Natural	653	05.26.2015	03.09.2017	08.05.2015
549	FAC1865	BXD175	2306	2306	F	CD	Natural	1091	07.10.2015	07.05.2018	09.09.2015
550	FAC1869	BXD161	2310	2310	F	CD	Natural	832	07.09.2015	10.18.2017	09.09.2015
551	FAC1870	BXD161	2311	2311	F	CD	Natural	515	07.09.2015	12.05.2016	09.09.2015
552	FAC1877	BXD168	2318	2318	F	CD	Natural	1006	07.23.2015	04.24.2018	09.09.2015
553	FAC1880	BXD171	2321	2321	F	CD	Natural	955	08.04.2015	03.16.2018	09.09.2015
554	FAC1885	BXD170	2324	2324	F	CD	Natural	461	06.30.2015	10.03.2016	11.03.2015
555	FAC1886	BXD170	2325	2325	F	CD	Natural	342	06.30.2015	06.06.2016	11.03.2015
556	FAC1890	BXD168	2329	2329	F	CD	Natural	932	07.10.2015	01.27.2018	11.03.2015
